Source,Hindi,Transliteration,Meaning
Daily Conversation - Social Media,"विद्या: हाँ, मेरा gmail पर एक खाता है","Vidya: hA.N, merA gmail para eka khAtA hai","Vidya: Yes, I have an account on gmail"
Daily Conversation - Social Media,"पीटर: ठीक है | अब तुम अपने फ़ोन में facebook.com पर जाओ और create new account पर क्लिक करो | उसके बाद, अपना नाम, ई.मेल या फ़ोन नंबर, पासवर्ड, जन्म तिथि और लिंग दर्ज करो | उसके बाद साइन अप पर क्लिक करो | उसके बाद ई.मेल या फ़ोन नंबर की पुष्टि करो और तुम्हारा खाता खुल जाएगा | Okay, phone that password, click or","Peter: ThIka hai | aba tuma apane fona meM facebook.com para jAo aura create new account para klika karo | usake bAda, apanA nAma, I.mela yA fona naMbara, pAsavarDa, janma tithi aura liMga darja karo | usake bAda sAina apa para klika karo | usake bAda I.mela yA fona naMbara kI puShTi karo aura tumhArA khAtA khula jAegA | Okay, phone that password, click or","Peter: Now you go to facebook.com on your and click on create new account. After put your name, e.mail or phone number, date of birth and gender. After that on sign up. After that confirm your e.mail phone number and your account will open"
Daily Conversation - Social Media,विद्या: अरे वाह ! यह तो बहुत आसान है | फिर क्या करना है,Vidya: are vAha ! yaha to bahuta AsAna hai | phira kyA karanA hai,Vidya: Oh wao! This is so easy. Then what do I have to do
Daily Conversation - Social Media,पीटर: उसके बाद तुम अपने profile में अपना फ़ोटो और दूसरी सूचनाएं update कर सकती हो और दोस्तों को friend request भेज सकती हो | After other to,Peter: usake bAda tuma apane profile meM apanA foTo aura dUsarI sUchanAeM update kara sakatI ho aura dostoM ko friend request bheja sakatI ho | After other to,Peter: that you can update your profile photo and information and can send friend requests your friends
Daily Conversation - Social Media,विद्या: बहुत अच्छा ! मैं आज ही फ़ेसबुक पर खाता खोल कर तुम्हें request भेजूँगी | Very and,Vidya: bahuta achChA ! maiM Aja hI fesabuka para khAtA khola kara tumheM request bhejU.NgI | Very and,"Vidya: friend well! Today, I will open a facebook account will send you a friend request"
Daily Conversation - Social Media,"पीटर: बहुत अच्छा, फिर हम फ़ेसबुक पर बात करेंगे | Listening सोसल मीडिया पर खाता खोलना Post-Reading/Listening Activities Post-Reading/Listening a) b) account account 204204","Peter: bahuta achChA, phira hama fesabuka para bAta kareMge | Listening sosala mIDiyA para khAtA kholanA Post-Reading/Listening Activities Post-Reading/Listening a) b) account account 204204","Peter: Very well, then we will chat on facebook. Listening Activities Please check your vocabulary An interactive H5P element has been excluded from this version of the text. You can view it online here: https://openbooks.lib.msu.edu/basichindi/?p=1159#h5p-92 Ima gine you a re working in rural pa rt of In dia wi th villa gers. You wan t th em to o pen a gmail but they don’t know English. Please prepare a list of instruc tions in Hindi to open a gmail for them. Rajiv RanjanRajiv Ranjan"
Daily Conversation - Making Tea,"जेन: शुभ प्रात:, माता जी, आप क्या बना रही हैं","Jen: shubha prAta:, mAtA jI, Apa kyA banA rahI haiM","Jen: Good morning, mother, what are you making"
Daily Conversation - Making Tea,"कमला: Good morning जेन, आज तुम जल्दी जाग गयी | मैं परिवार के लिए चाय बना रही हूँ | Good making","Kamala: Good morning jena, Aja tuma jaldI jAga gayI | maiM parivAra ke lie chAya banA rahI hU.N | Good making","Kamala: morning Jen, You are awake so early today. I am chai for the family"
Daily Conversation - Making Tea,जेन: यह तो बहुत अच्छी बात है | मैं चाय बनाना सीखना चाहती हूँ,Jen: yaha to bahuta achChI bAta hai | maiM chAya banAnA sIkhanA chAhatI hU.N,Jen: This is great. I want to learn how to make chai
Daily Conversation - Making Tea,"कमला: चाय बनाना बहुत आसान है | सबसे पहले, एक पैन में पानी, दूध, चाय पत्ती, और चाय का मसाला डाल के उबालिए | To milk, (थोड़ी देर बाद","Kamala: chAya banAnA bahuta AsAna hai | sabase pahale, eka paina meM pAnI, dUdha, chAya pattI, aura chAya kA masAlA DAla ke ubAlie | To milk, (thorI dera bAda","Kamala: make chai is very easy. First of all, please take water, tea leaves, and tea spice in a aucepan and boil them. After a while"
Daily Conversation - Making Tea,"जेन: कमला जी, यह अब उबल रहा है","Jen: kamalA jI, yaha aba ubala rahA hai","Jen: Kamala ji, this is boiling now"
Daily Conversation - Making Tea,कमला: अब आंच कम कीजिये और इसे थोड़ा ठंडा होने दीजिये | (थोड़ी देर बाद,Kamala: aba AMcha kama kIjiye aura ise thorA ThaMDA hone dIjiye | (thorI dera bAda,Kamala: Now please lower the heat and let it cool down a little bit. After a while
Daily Conversation - Making Tea,"जेन: कमला जी, यह अब थोड़ा ठंडा हो गया है","Jen: kamalA jI, yaha aba thorA ThaMDA ho gayA hai","Jen: Kamala ji, it gets cooler a little"
Daily Conversation - Making Tea,"कमला: ठीक है, अब चाय छन्नी से मसाले और चाय पत्ती को छान लीजिये | Okay, using","Kamala: ThIka hai, aba chAya ChannI se masAle aura chAya pattI ko ChAna lIjiye | Okay, using",Kamala: now please strain the tea leaves and tea spices a strainer
Daily Conversation - Making Tea,जेन: हो गया,Jen: ho gayA,Jen: done
Daily Conversation - Making Tea,कमला: अब इसमे अपने स्वाद के अनुसार चीनी मिलाइए | आपकी चाय तैयार Now is,Kamala: aba isame apane svAda ke anusAra chInI milAie | ApakI chAya taiyAra Now is,Kamala: add sugar in this according to your taste. Your tea ready
Daily Conversation - Making Tea,जेन: यह मेरी ज़िन्दगी का सबसे पहला चाय है जो मैंने ख़ुद बनाया है,Jen: Khud,Jen: This is the first tea that I have made my own in my life
Daily Conversation - Making Tea,कमला: वाह ! अगर आप चाहें तो परिवार के लिए हर रोज़ चाय बना सकती हैं | Wao,Kamala: vAha ! agara Apa chAheM to parivAra ke lie hara roz chAya banA sakatI haiM | Wao,Kamala: If you want you can make tea for the family every day
Daily Conversation - Making Tea,जेन: अगर मैं हर दिन इस समय जाग पायी तो दोनों हँसती हैं और चाय का मजा लेती हैं | Listening चाय बनाने की विधि BBASIC,Jen: agara maiM hara dina isa samaya jAga pAyI to donoM ha.NsatI haiM aura chAya kA majA letI haiM | Listening chAya banAne kI vidhi BBASIC,Jen: If I get up this time everyday. Both laugh and enjoy their tea. Listening HINDIASIC HINDI      207207
Daily Conversation - Bank Account,"ऋतिक: पीटर भाई, नमस्ते, क्या हाल है","Hritik: pITara bhAI, namaste, kyA hAla hai","Hritik: Brother Peter, namaste, how are you"
Daily Conversation - Bank Account,"पीटर: नमस्ते ऋतिक भाई, सब ठीक है | मगर मुझे तुम्हारी मदद चाहिए | namaste, your","Peter: namaste RRitika bhAI, saba ThIka hai | magara mujhe tumhArI madada chAhie | namaste, your","Peter: brother Hrithik, All is well. But, I need help"
Daily Conversation - Bank Account,"ऋतिक: कहो, मैं तुम्हारी क्या मदद कर सकता हूँ","Hritik: kaho, maiM tumhArI kyA madada kara sakatA hU.N","Hritik: Tell, How can I help you"
Daily Conversation - Bank Account,पीटर: मुझे एक छात्रवृत्ति मिली है | मगर मेरा बैंक में खाता नहीं है | bank,Peter: mujhe eka ChAtravRRitti milI hai | magara merA baiMka meM khAtA nahIM hai | bank,"Peter: I have received a scholarship. But, I do not have my account"
Daily Conversation - Bank Account,"ऋतिक: बधाई हो | बैंक में खाता खोलने में, मैं तुम्हारी मदद करूँगा","Hritik: badhAI ho | baiMka meM khAtA kholane meM, maiM tumhArI madada karU.NgA",Hritik: Congratulations ! I will help you to open a bank account
Daily Conversation - Bank Account,पीटर: ठीक है | धन्यवाद | मुझे क्या करना होगा,Peter: ThIka hai | dhanyavAda | mujhe kyA karanA hogA,Peter: Okay. Thank you. What will I have to do
Daily Conversation - Bank Account,ऋतिक: कल तुम एक बैंक से खाता खोलने वाला आवेदन पत्र लाओ,Hritik: kala tuma eka baiMka se khAtA kholane vAlA Avedana patra lAo,Hritik: Bring an application form to open a bank account tomorrow
Daily Conversation - Bank Account,पीटर: ठीक है| मुझे और किन चीजों की ज़रूरत होगी,Peter: ThIka hai| mujhe aura kina chIjoM kI zrUrata hogI,Peter: Okay. What else will I need
Daily Conversation - Bank Account,"ऋतिक: तुम्हें दो फ़ोटो, आधार कार्ड, और एक ग्रान्टर चाहिए","Hritik: tumheM do foTo, AdhAra kArDa, aura eka grAnTara chAhie","Hritik: You need two photos, aadhar card, and a guarantor"
Daily Conversation - Bank Account,पीटर: मेरे पास फ़ोटो हैं | मगर मैं विदेशी हूँ | मेरे पास आधार कार्ड नहीं है | I aadhar,Peter: mere pAsa foTo haiM | magara maiM videshI hU.N | mere pAsa AdhAra kArDa nahIM hai | I aadhar,Peter: have photos. But I am a foreigner. I do not have a card
Daily Conversation - Bank Account,"ऋतिक: कोई बात नहीं, अपना पासपोर्ट लाओ","Hritik: koI bAta nahIM, apanA pAsaporTa lAo",Hritik: No worries. Bring your passport
Daily Conversation - Bank Account,पीटर: ठीक है | मगर ग्रान्टर कौन होगा,Peter: ThIka hai | magara grAnTara kauna hogA,"Peter: Okay. But, who will be the guarantor"
Daily Conversation - Bank Account,ऋतिक: मेरा बैंक में खाता है | मैं तुम्हारा ग्रान्टर बन सकता हूँ,Hritik: merA baiMka meM khAtA hai | maiM tumhArA grAnTara bana sakatA hU.N,Hritik: I have a bank account. I can be your guarantor
Daily Conversation - Bank Account,पीटर: अरे वाह ! यह तो बहुत अच्छी बात है | मुझे आज ही आवेदन पत्र ले आना चाहिए | Wao! today,Peter: are vAha ! yaha to bahuta achChI bAta hai | mujhe Aja hI Avedana patra le AnA chAhie | Wao! today,Peter: This is great. I should bring the application itself
Daily Conversation - Bank Account,"ऋतिक: ठीक है, हम कल मिलेंगे | Listening बैंक में खाता खोलना Post-Reading/Listening Activities Post-Reading/Listening (a) 226226","Hritik: ThIka hai, hama kala mileMge | Listening baiMka meM khAtA kholanA Post-Reading/Listening Activities Post-Reading/Listening (a) 226226",Hritik: Okay. We will meet tomorrow. Listening Activities Please check your vocabulary An interactive H5P element has been excluded from this version of the text. You can view it online here: https://openbooks.lib.msu.edu/basichindi/?p=1025#h5p-103 Rajiv RanjanRajiv Ranjan
Daily Conversation - Weekend Hobbies,"संगीता: कैसी हो, शिल्पा ? सुना कि तुम और पीटर फ़िल्म देखने गये थे | went शिल्पा मैं ठीक हूँ | धन्यवाद ! हाँ पिछले शनिवार को हम ने एक फ़िल्म देखी | तुम सप्ताहांत में क्या करती हो? I a","Sangeeta: kaisI ho, shilpA ? sunA ki tuma aura pITara filma dekhane gaye the | went shilpA maiM ThIka hU.N | dhanyavAda ! hA.N piChale shanivAra ko hama ne eka filma dekhI | tuma saptAhAMta meM kyA karatI ho? I a","Sangeeta: How are you, Shilpa? I heard that you and peter to watch a movie. am well. Thank you! Yes, last Saturday, we watch movie. What do you do on weekend"
Daily Conversation - Weekend Hobbies,"संगीता: मैं अपने ख़ाली समय में किताबें पढ़ती हूँ और चित्रकारी करती हूँ | तुम क्या करती हो In do शिल्पा मैं फ़िल्में देखती हूँ और टेबल टेनिस खेलती हूँ | और हाँ, मैं योग अभ्यास भी करती हूँ | I do","Sangeeta: maiM apane khAlI samaya meM kitAbeM parhtI hU.N aura chitrakArI karatI hU.N | tuma kyA karatI ho In do shilpA maiM filmeM dekhatI hU.N aura Tebala Tenisa khelatI hU.N | aura hA.N, maiM yoga abhyAsa bhI karatI hU.N | I do","Sangeeta: my available time, I read books and paint. What you do? watch movies, and play table tennis. And, yes, I yoga too"
Daily Conversation - Weekend Hobbies,"संगीता: अरे वाह ! तुम तो अपने शरीर पर बहुत ध्यान देती हो | शिल्पा, मुझे फ़िल्म की कहानी बताओ | Wao! me शिल्पा कौन सी फ़िल्म की कहानी","Sangeeta: are vAha ! tuma to apane sharIra para bahuta dhyAna detI ho | shilpA, mujhe filma kI kahAnI batAo | Wao! me shilpA kauna sI filma kI kahAnI","Sangeeta: You pay attention to your body. Shilpa, tell the story of a movie. ? Story of which movie"
Daily Conversation - Weekend Hobbies,"संगीता: जो फ़िल्म तुम और पीटर देखने गये थे | शिल्पा अच्छा, यह एक दिलचस्प फ़िल्म थी | इस फ़िल्म में एक लड़का एक लड़की से प्यार करता है | मगर लड़की किसी और लड़के से प्यार करती है | बाद में उसे पता चलता है कि वह लड़का जिससे वह प्यार करती है वह अच्छा आदमी नहीं है | फिर वह लड़की उस लड़के के साथ शादी करती है जो उसे प्यार करता है | Okay, boy After Then","Sangeeta: jo filma tuma aura pITara dekhane gaye the | shilpA achChA, yaha eka dilachaspa filma thI | isa filma meM eka larkA eka larkI se pyAra karatA hai | magara larkI kisI aura larke se pyAra karatI hai | bAda meM use patA chalatA hai ki vaha larkA jisase vaha pyAra karatI hai vaha achChA AdamI nahIM hai | phira vaha larkI usa larke ke sAtha shAdI karatI hai jo use pyAra karatA hai | Okay, boy After Then","Sangeeta: The film that you and peter had gone to watch. This was an interesting film. In this film, a loves a girl. But the girl loves some other boy. a while, she learns that he is not a good man. she marries the boy who loves her"
Daily Conversation - Weekend Hobbies,"संगीता: अरे वाह ! यह तो Love triangle लगता है| शिल्पा संगीता, मैं भी चित्रकारी करना चाहती हूँ | क्या तुम मुझे चित्रकारी करना सिखा सकती हो Sangeeta,","Sangeeta: are vAha ! yaha to Love triangle lagatA hai| shilpA saMgItA, maiM bhI chitrakArI karanA chAhatI hU.N | kyA tuma mujhe chitrakArI karanA sikhA sakatI ho Sangeeta,",Sangeeta: Wao! This seems like a love triangle. ? I do want to paint. Can you teach me painting
Daily Conversation - Weekend Hobbies,"संगीता: हाँ बिल्कुल, अगले रविवार को मेरे घर आ जाओ, हम एक साथ चित्रकारी करेंगे | Yes, we शिल्पा अच्छा | Listening मेरे शौक Post-Reading/Listening Activities Post-Reading/Listening (a) 240240","Sangeeta: hA.N bilkula, agale ravivAra ko mere ghara A jAo, hama eka sAtha chitrakArI kareMge | Yes, we shilpA achChA | Listening mere shauka Post-Reading/Listening Activities Post-Reading/Listening (a) 240240","Sangeeta: of course, come to my home on next Sunday, will paint together. Great. Listening Activities Check your vocabulary Rajiv RanjanRajiv Ranjan"
Daily Conversation - Festivals,"शिल्पा: पीटर, तुम्हें क्रिसमस की हार्दिक शुभकामनायें","Shilpa: pITara, tumheM krisamasa kI hArdika shubhakAmanAyeM","Shilpa: Peter, Merry Christmas to you"
Daily Conversation - Festivals,"पीटर: धन्यवाद शिल्पा | तुम्हें भी क्रिसमस की हार्दिक शुभकामनायें | शिल्पा, क्या क्रिसमस तुम्हारा पसंदीदा त्योहार है Thanks Christmas","Peter: dhanyavAda shilpA | tumheM bhI krisamasa kI hArdika shubhakAmanAyeM | shilpA, kyA krisamasa tumhArA pasaMdIdA tyohAra hai Thanks Christmas","Peter: Shilpa, Merry Christmas to you too. Is your favorite festival"
Daily Conversation - Festivals,"शिल्पा: नहीं, मेरा पसंदीदा त्योहार दिवाली है","Shilpa: nahIM, merA pasaMdIdA tyohAra divAlI hai","Shilpa: No, My favorite festival is Diwali"
Daily Conversation - Festivals,"पीटर: अच्छा, तुम दिवाली कैसे मनाती हो","Peter: achChA, tuma divAlI kaise manAtI ho",Peter: Okay. How do you celebrate Diwali
Daily Conversation - Festivals,"शिल्पा: दिवाली के पहले, हम अपना घर साफ़ करते हैं | दिवाली की शाम, हम दीप जलाते हैं, लक्ष्मी और गणेश की पूजा करते हैं | मिठाइयाँ खाते हैं और आतिशबाज़ी करते हैं | Before on and","Shilpa: divAlI ke pahale, hama apanA ghara sAf karate haiM | divAlI kI shAma, hama dIpa jalAte haiM, lakShmI aura gaNesha kI pUjA karate haiM | miThAiyA.N khAte haiM aura AtishabAzI karate haiM | Before on and","Shilpa: Diwali, we clean our homes. On the evening Diwali, we lit clay lamp and worship Lakshami Ganesha. We eat sweets, and do fireworks"
Daily Conversation - Festivals,"पीटर: मुझे भारतीय मिठाइयाँ बहुत पसंद हैं | शिल्पा, मेरा एक सवाल है | भारतीय दिवाली क्यों मनाते हैं I question","Peter: mujhe bhAratIya miThAiyA.N bahuta pasaMda haiM | shilpA, merA eka savAla hai | bhAratIya divAlI kyoM manAte haiM I question","Peter: like Indian sweets very much. Shilpa, I have a Why do Indian celebrate Diwali"
Daily Conversation - Festivals,"शिल्पा: ऐसा माना जाता है कि, भगवान राम रावण को मार कर जब अयोध्या आये थे तब अयोध्या के लोगों ने उनका स्वागत दीप जलाकर किया था उसी दिन से हम दिवाली मनाते हैं | पीटर भाई, ईसाई लोग क्रिसमस क्यों मनाते हो It Ayodhya welcomed day, Christians","Shilpa: aisA mAnA jAtA hai ki, bhagavAna rAma rAvaNa ko mAra kara jaba ayodhyA Aye the taba ayodhyA ke logoM ne unakA svAgata dIpa jalAkara kiyA thA usI dina se hama divAlI manAte haiM | pITara bhAI, IsAI loga krisamasa kyoM manAte ho It Ayodhya welcomed day, Christians","Shilpa: is believed that when Lord Ram returned to after killing Rawan, people of Ayodhya him by lighting the clay lamps. Since that we celebrate Diwali. Brother Peter, why do celebrate Christmas"
Daily Conversation - Festivals,"पीटर: यह मना जाता है कि इस दिन ईसा मसीह का जन्म हुआ था | ऋतिक भाई, तुम्हारा पसंदीदा त्योहार कौन सा है It Brother","Peter: yaha manA jAtA hai ki isa dina IsA masIha kA janma huA thA | RRitika bhAI, tumhArA pasaMdIdA tyohAra kauna sA hai It Brother","Peter: is believed that Jesus Christ was born on this day. Hrithik, Which is your favorite festival"
Daily Conversation - Festivals,ऋतिक: मुझे तो छठ पूजा बहुत पसंद है,Hritik: mujhe to ChaTha pUjA bahuta pasaMda hai,Hritik: I really like Chhath pooja
Daily Conversation - Festivals,"पीटर: मैं छठ पूजा के बारे में कुछ नहीं जानता | इसके बारे में मुझे कुछ बताओ, न| I tell","Peter: maiM ChaTha pUjA ke bAre meM kuCha nahIM jAnatA | isake bAre meM mujhe kuCha batAo, na| I tell",Peter: do not know anything about Chhath pooja. Please me about it
Daily Conversation - Festivals,"ऋतिक: छठ पूजा हिन्दुओं का एक बहुत ही पवित्र पर्व है | छठ पूजा में हम सूर्य भगवान की पूजा करते हैं | Chhath pooja,","Hritik: ChaTha pUjA hinduoM kA eka bahuta hI pavitra parva hai | ChaTha pUjA meM hama sUrya bhagavAna kI pUjA karate haiM | Chhath pooja,",Hritik: pooja is a holy festival of Hindus. In Chhath we worship God sun
Daily Conversation - Festivals,पीटर: क्या तुम मुझे छठ पूजा में अपने घर बुलाओगे,Peter: kyA tuma mujhe ChaTha pUjA meM apane ghara bulAoge,Peter: Will you invite me to your home on Chhath pooja
Daily Conversation - Festivals,"ऋतिक: हाँ बिल्कुल, अगले छठ पूजा में तुम मेरे घर ज़रूर आना | Chhath","Hritik: hA.N bilkula, agale ChaTha pUjA meM tuma mere ghara zrUra AnA | Chhath","Hritik: Yes, of course, you must come to my home on next pooja"
Daily Conversation - Festivals,शिल्पा: और मैं,Shilpa: aura maiM,Shilpa: And me
Daily Conversation - Festivals,ऋतिक: तुम्हारा भी स्वागत है | Listening त्योहार Post-Reading/Listening Activities Post-Reading/Listening (a) BBASIC,Hritik: tumhArA bhI svAgata hai | Listening tyohAra Post-Reading/Listening Activities Post-Reading/Listening (a) BBASIC,Hritik: You are also welcome. Listening Activities Please check your vocabulary HINDIASIC HINDI      243243
Daily Conversation - Travel Plans,"जेन: नमस्ते माँ, तुम कैसी हो और अभी क्या कर रही हो doing","Jen: namaste mA.N, tuma kaisI ho aura abhI kyA kara rahI ho doing","Jen: Hello mother, how are you and what are you right now"
Daily Conversation - Travel Plans,"केरेन: नमस्ते बेटी, मैं ठीक हूँ और अभी अपना सामान पैक कर रही हूँ | मैं कल सुबह के हवाई जहाज़ से भारत आ रही हूँ | तुम कैसी हो और क्या कर रही हो? Hello right flight you","Karen: namaste beTI, maiM ThIka hU.N aura abhI apanA sAmAna paika kara rahI hU.N | maiM kala subaha ke havAI jahAz se bhArata A rahI hU.N | tuma kaisI ho aura kyA kara rahI ho? Hello right flight you","Karen: daughter, I am fine and I am packing now. I am coming to India by morning tomorrow. How are you and what are doing"
Daily Conversation - Travel Plans,"जेन: मैं भी अच्छी हूँ, माँ | मैं हमारी यात्रा की योजना बना रही हूँ","Jen: maiM bhI achChI hU.N, mA.N | maiM hamArI yAtrA kI yojanA banA rahI hU.N","Jen: I am well too, mother. I am making our travel plan"
Daily Conversation - Travel Plans,केरेन: मैं भी भारत-यात्रा के लिए बहुत उत्साहित हूँ | मुझे यात्रा की योजना के बारे में बताओ | I about,Karen: maiM bhI bhArata-yAtrA ke lie bahuta utsAhita hU.N | mujhe yAtrA kI yojanA ke bAre meM batAo | I about,Karen: am also very excited about India tour. Tell me the travel plan
Daily Conversation - Travel Plans,जेन: ठीक है | मैं तुम से दिल्ली अन्तराष्ट्रीय हवाईअड्डे पर मिलूँगी | हम दिल्ली में दो दिन रुकेंगी और दिल्ली में लाल क़िला और कुतुबमीनार देखेंगी Okay. airport days,Jen: ThIka hai | maiM tuma se dillI antarAShTrIya havAIaDDe para milU.NgI | hama dillI meM do dina rukeMgI aura dillI meM lAla qilA aura kutubamInAra dekheMgI Okay. airport days,Jen: I will meet you at the international in Delhi. We will stay in Delhi for two and will visit Red fort and Qutub minar
Daily Conversation - Travel Plans,केरेन: क्या हम जामा मस्जिद भी देखेंगी,Karen: kyA hama jAmA masjida bhI dekheMgI,Karen: Will we visit Jama masjid too
Daily Conversation - Travel Plans,"जेन: जी हाँ, जामा मस्जिद, लाल क़िला के पास ही है","Jen: jI hA.N, jAmA masjida, lAla qilA ke pAsa hI hai","Jen: Yes, Jama masjid is near by the red fort"
Daily Conversation - Travel Plans,केरेन: बहुत अच्छा | उसके बाद हम कहाँ जायेंगी,Karen: bahuta achChA | usake bAda hama kahA.N jAyeMgI,Karen: Very well. Where will we go after that
Daily Conversation - Travel Plans,"जेन: दिल्ली के बाद हम जयपुर और उदयपुर जायेंगी | जयपुर और उदयपुर में, हम बहुत सारे क़िले देखेंगी, राजस्थानी खाना खायेंगी और ख़रीदारी भी करेंगी | After In forts,","Jen: dillI ke bAda hama jayapura aura udayapura jAyeMgI | jayapura aura udayapura meM, hama bahuta sAre qile dekheMgI, rAjasthAnI khAnA khAyeMgI aura khrIdArI bhI kareMgI | After In forts,","Jen: Delhi, we will go to Jaipur and Udaypur. Jaipur and Udaypur, we will visit many eat Rajasthani food, and do shopping too"
Daily Conversation - Travel Plans,केरेन: मैंने सुना है कि राजस्थानी हस्तशिल्प बहुत मशहूर है,Karen: maiMne sunA hai ki rAjasthAnI hastashilpa bahuta mashahUra hai,Karen: I have heard that Rajasthani handicraft is very famous
Daily Conversation - Travel Plans,"जेन: हाँ माँ, हम राजस्थान से पंजाब जायेंगी और बाघा बॉडर पर हिन्दुस्तानी और पाकिस्तानी सैनिकों का परेड देखेंगी | Yes Rajasthan Pakistani","Jen: hA.N mA.N, hama rAjasthAna se paMjAba jAyeMgI aura bAghA baॉDara para hindustAnI aura pAkistAnI sainikoM kA pareDa dekheMgI | Yes Rajasthan Pakistani","Jen: mother, we will go to Punjab from and will see a parade by Indian and soldiers"
Daily Conversation - Travel Plans,केरेन: अरे वाह ! मैंने सुना है कि वह परेड बहुत नाटकीय है,Karen: are vAha ! maiMne sunA hai ki vaha pareDa bahuta nATakIya hai,Karen: Wao! I have heard that the parade is very dramatic
Daily Conversation - Travel Plans,"जेन: हाँ, हमें बहुत मज़ा आयेंगा | उसके बाद हम अमृतसर में गोल्डन टेम्पल देखेंगी और दिल्ली वापस आयेंगी | Yes, will will","Jen: hA.N, hameM bahuta mazA AyeMgA | usake bAda hama amRRitasara meM golDana Tempala dekheMgI aura dillI vApasa AyeMgI | Yes, will will",Jen: we will have so much fun. After that we go to visit golden temple in Amritsar and return to Delhi
Daily Conversation - Travel Plans,केरेन: यह तो बहुत अच्छी योजना है | तुम्हें अमेरिका से कुछ चाहिए anything,Karen: yaha to bahuta achChI yojanA hai | tumheM amerikA se kuCha chAhie anything,Karen: This is such a good plan. Do you need from America
Daily Conversation - Travel Plans,"जेन: नहीं माँ, मुझे कुछ नहीं चाहिए | मगर हाँ, तुम गर्म कपड़े मत लाना | आजकल हिन्दुस्तान में गर्मी का मौसम है | No do in","Jen: nahIM mA.N, mujhe kuCha nahIM chAhie | magara hA.N, tuma garma kapare mata lAnA | Ajakala hindustAna meM garmI kA mausama hai | No do in","Jen: mother, I do not need anything. But, please not bring warm clothes. It is summer season India these days"
Daily Conversation - Travel Plans,"केरेन: ठीक है बेटी, मैं तुमसे दिल्ली हवाईअड्डे पर मिलूँगी | Listening Study BBASIC","Karen: ThIka hai beTI, maiM tumase dillI havAIaDDe para milU.NgI | Listening Study BBASIC","Karen: Okay daughter, I will see you at Delhi airport. Listening Abroad Study Abroad HINDIASIC HINDI      247247"
Daily Conversation - Summer Vacation,"पीटर: नमस्ते शिल्पा, तुम कैसी हो","Peter: namaste shilpA, tuma kaisI ho","Peter: Hello Shilpa, How are you"
Daily Conversation - Summer Vacation,शिल्पा: मैं अच्छी हूँ | तुम कैसे हो,Shilpa: maiM achChI hU.N | tuma kaise ho,Shilpa: I am well. How are you
Daily Conversation - Summer Vacation,पीटर: मैं भी अच्छा हूँ| तुम्हारी गर्मी की छुट्टियाँ कैसी थीं,Peter: maiM bhI achChA hU.N| tumhArI garmI kI ChuTTiyA.N kaisI thIM,"Peter: I, too, am well. How was your summer vacation"
Daily Conversation - Summer Vacation,शिल्पा: मेरी गर्मी की छुट्टियाँ बहुत अच्छी थीं | मैं अपने परिवार के साथ हैदराबाद गयी थी | My Hyderabad,Shilpa: merI garmI kI ChuTTiyA.N bahuta achChI thIM | maiM apane parivAra ke sAtha haidarAbAda gayI thI | My Hyderabad,Shilpa: summer vacation was very good. I went to with my family
Daily Conversation - Summer Vacation,पीटर: अरे वाह ! हैदराबाद में तुम लोगों ने क्या – क्या किया,Peter: are vAha ! haidarAbAda meM tuma logoM ne kyA – kyA kiyA,Peter: Oh wao! What did you do in Hyderabad
Daily Conversation - Summer Vacation,"शिल्पा: हम लोग वहाँ एक सप्ताह रहे | हम ने शहर देखा | हम चार मीनार, गोलकुंडा फोर्ट, और रामू जी फ़िल्म सिटी गए | हम ने कई तरह की बिरयानियाँ खायीं | तुम गर्मी की छुटियों में कहाँ गए और क्या – क्या किया We wen film did","Shilpa: hama loga vahA.N eka saptAha rahe | hama ne shahara dekhA | hama chAra mInAra, golakuMDA phorTa, aura rAmU jI filma siTI gae | hama ne kaI taraha kI birayAniyA.N khAyIM | tuma garmI kI ChuTiyoM meM kahA.N gae aura kyA – kyA kiyA We wen film did","Shilpa: stayed there for a week. We saw the city. We to Char minar, Golkunda fort, and Ramu Ji city. We ate different types of biryani. Where you go in summer vacation and what did you do"
Daily Conversation - Summer Vacation,"पीटर: मैं अपने माता – पिता के घर, गोवा गया था | मैंने उनके साथ कुछ समय बिताया | मैंने घर की मरम्मत करने में उनकी मदद की | I times","Peter: maiM apane mAtA – pitA ke ghara, govA gayA thA | maiMne unake sAtha kuCha samaya bitAyA | maiMne ghara kI marammata karane meM unakI madada kI | I times",Peter: went to my parent’s house in Goa. I spent some with them. I help them fixing their house
Daily Conversation - Summer Vacation,शिल्पा: अरे वाह ! और ऋतिक तुम ने गर्मी की छुट्टियों में क्या किया summer,Shilpa: are vAha ! aura RRitika tuma ne garmI kI ChuTTiyoM meM kyA kiyA summer,"Shilpa: Oh wao! and Hritik, what did you do during the vacation"
Daily Conversation - Summer Vacation,ऋतिक: मैं घर पर ही था | मैंने  खाना पकाना सिखा,Hritik: maiM ghara para hI thA | maiMne  khAnA pakAnA sikhA,Hritik: I was at home. I learnt how to cook
Daily Conversation - Summer Vacation,पीटर: अरे वाह ! यह तो बहुत अच्छी बात है | अब तो ऋतिक हमारे लिए खाना बना सकता है | Oh for,Peter: are vAha ! yaha to bahuta achChI bAta hai | aba to RRitika hamAre lie khAnA banA sakatA hai | Oh for,Peter: wao! This is great. Now Hritik can cook food us
